nama_pengguna,rating,tanggal,ulasan
Ahmad Teguh Darmawan,5,2026-07-08 10:51:28,"sangat mudah dan memuaskan, aman"
LOTUS flwr_12,5,2026-07-08 10:44:09,Mantap
Irna Husna,5,2026-07-08 10:42:37,"kadang ada kendala kalo mau pembayaran, suka error sistem nya tapi sejauh ini oke"
Tanto Ustanto,5,2026-07-08 10:39:13,"mudah,simpel, transaksi sangat mudah dimengerti"
Threezno Zubeckty,5,2026-07-08 10:35:23,"Terimakasih untuk BRImo, alhamdulillah sekarang sudah lancar kembali transaksinya,"
Tri Sismiko Aji Maulana,3,2026-07-08 10:34:23,"tidak bisa dibuka, sudah hapus chache tetap tidak bisa dibuka. sudah restart jg"
Moh Hans,5,2026-07-08 10:32:14,mudah dan gampang bertransaksi
Dimas Nursafik,5,2026-07-08 10:25:55,mempercepat transaksi dan mudah digunakan
M Jayadi,1,2026-07-08 10:19:55,"beli kuota proses terus mau ngajuin ga bisa cuma ada tulisan ""tidak ada transaksi"" ini gimana udah 1 Minggu proses terus saldo gw nyangkut di mana itu udah kepotong padahal, saldo 99rb sama 50rb ga balik !"
Jaka Sanjaya,5,2026-07-08 10:12:18,GOOD
Marsana Marsana,5,2026-07-08 10:01:44,"Sangat mudah dan fleksibel bertransaksi dg BRImo, Mantap..."
Yoan Siga,5,2026-07-08 10:00:54,semoga bisa berjalan lancar
Nana Sentana,5,2026-07-08 09:59:58,mantappp
Asnawi,5,2026-07-08 09:52:47,petugas melayani dengan baik dan ramah
Zura 6146,1,2026-07-08 09:52:01,Kenapa selalu Jaringan Tidak stabil bahkan Tidak ada jaringan di suruh priksa padahal Mbanking yg lain Gak ada masalah....!!
Nadila Hikmawati,1,2026-07-08 09:49:20,Kenapa tidak bisa download brimo?
Yonata Delaw,5,2026-07-08 09:45:18,sangat bguss
Juliani Rais,5,2026-07-08 09:43:06,sangat puas semua transaksi mudah dan sangat cepat prosesnya
Moh Badar,5,2026-07-08 09:20:43,baik dan lebih cepat prosesnya
Gabriella Tia Bertoti,4,2026-07-08 09:19:06,"halo kak, kenapa setiap transaksi ada notifikasi seperti ""koneksi buruk"" dan tidak dapat transaksi padahal sudah dipastikan koneksi saya bagus dan tidak ada kendalanya"
La Tahang,5,2026-07-08 09:17:50,Cukup Puas
Mujahidin Al badar,5,2026-07-08 09:17:20,best pokoknya
Bunda Naura,1,2026-07-08 09:00:10,kapok sy pkw bri g ad pinjamn g ad apa saldo sy d tahan udh laporan ke sna sni g ad kjlasan dr bln april .saldo sy d tahan udh buat surat prnytaan .plyan an bri jg buruk .bri maling duit rayat kcil.bri maling uang kcil
Abdul Rahman7,1,2026-07-08 08:50:00,"susah daftar,eror terus"
Sugito Sampoer,5,2026-07-08 08:39:56,keren gokil
Ratih Suratih,5,2026-07-08 08:34:55,aku jadi pintar karena brimo aku jadi bisa karena brimo bisa tranfer bisa m bank karwna brimol ewat transaksi hp terimakasih brimo hidup brimo makon jaya
Umar Alfaruq,5,2026-07-08 08:27:04,kenapa aplikasi brimo ini tinggal verivikasih wajah aja kok selalu gagal padahal wifi aktif paket data juga aktif
Ebet Suryana,5,2026-07-08 08:23:56,"mudah dalam bertransaksi keren, sangat membantu"
Supri yadi,5,2026-07-08 08:22:24,Terima kasih kini telah mmbntu. Sukses selalu
Dace Holidin,1,2026-07-08 08:06:01,"brimo parah abis, ada yg mengatas namakan dari kurir mau mengembalikan uang COD dari Tokopedia tapi kirim qris, saya baru lihat itu qris saldo saya langsung terkuras keluar tanpa ada verifikasi PIN. berbahaya simpan uang di BRImo. waspadalah"
Sindi Indriyani,3,2026-07-08 08:04:21,min kenapa punya aku ga keluar notifikasi transaksi keluar sama masuk nya ya?
Jas R2bro,5,2026-07-08 07:45:53,"Kenapa Semenjak di update mau Transfer banyak tingkah ini aplikasi jaringan ok, paket data ok, wifi ok, kok keluar bahasa ( KONEKSI INTERNETMU KURANG BAIK, PERIKSA KEMBALI JARINGAN INTERNETMU DAN CEK ULANG PAKET DATA) sudah 12 Jam menunggu hasil yang sama"
Vebri Setiawan,5,2026-07-08 07:40:07,halo brimo kenapa dimenu tagihan pbb perwilayah tidak lengkap hanya tersedia kota yogya dan kab sleman kenapa kabupaten yang lain tidak muncul padahal sudah di ketik mohon dilengkapi selebihnya brimo ok walaupun kadang eror
M. AGUSTIAN,1,2026-07-08 07:34:27,"gagal terus saat verifikasi wajah, tolonglah pihak developer brimo perbaiki ini sudah 2 minggu gagal terus"
Sutarto,4,2026-07-08 07:29:40,Notifikasi lambat ..
Maria Ulfa,5,2026-07-08 07:25:26,bagus cepat
Ridwan Wonx,5,2026-07-08 07:06:43,Transaksi makin mudah
Komalia Lia,5,2026-07-08 06:53:49,mudah dan cepat
Murniati Temanggung,5,2026-07-08 06:31:10,sangat gampang dan memudahkan
ahmad rony,5,2026-07-08 06:22:47,mudah dan praktis sangat membantu
Gunawan Azhari,5,2026-07-08 06:21:28,brimo mempermudah segalnya
Riska Minyun,5,2026-07-08 06:19:16,pelayanan cepat dan tepat..mudah untuk d gunakan.. terimakasih brimo
Rasya Shaka,5,2026-07-08 06:19:00,cepat dan praktis nyaman di pakai
brigade the Same,1,2026-07-08 06:18:38,"emang Bab! ni apk. udah berulang kali kirim Code lewat SMS, code gak dikirim"". alhasil gagal log in apk."
Syaiful Efendi,5,2026-07-08 06:11:15,sangat membantu dan bagus untuk keseharian
Uais Al Qorni,5,2026-07-08 05:56:27,semangat fitur-fiturnya future bangeet
Budiman Febri,5,2026-07-08 05:48:41,mohon potongan jgn terlalu banyak
Cakra Sakti,5,2026-07-08 05:39:37,🙏🏽
Dedhe Ardi,1,2026-07-08 05:20:26,Keren banget
arif aditya,1,2026-07-08 03:25:17,"tarik tunai di atm, uangnya tidak keluar saldo berkurang ini gimana supaya uang saya kembali sattt"
BN GAMING,1,2026-07-08 02:30:33,"kenapa tiap mau transaksi selalu gagal dengan alasan koneksi tidak stabil, udah dicoba pake data/wifi ttep sama. tolong diperbaiki lah"
Ibrahim Muhamad ilmi,5,2026-07-08 02:28:54,tingkatkan lagi tabungan rencana agar tidak bisa dicairkan sampai penuh
Rudi Hidayat,5,2026-07-08 02:22:16,kecewa sama pihak BRI Selale gagal untuk login
Gaming Diamond,5,2026-07-08 01:15:40,"trmkash trbantu pulsa listrik habis tengah mlm,brimo mantap"
Alim Fitra Natan,1,2026-07-08 01:09:43,"fitur Qris sering eror, tolong di parbaiki 😡"
Agus Andrianto,1,2026-07-08 01:08:18,"Aplikasi yang tidak memuaskan, apa apa kok sinyal jelek lah kurang baik. saran di perbaiki lebih baik kedepannya."
Rahma60 ama60,5,2026-07-08 00:57:59,sangat puas sekali
Iskandar Channel,1,2026-07-08 00:42:12,halaaaahh.... lama2 aplikasi brimo ini kayak taik. sama sekali gak respect dgn layanan aplikasinya saat ini. ribet
Wasiyem Wasiyem,5,2026-07-08 00:11:49,mantap sangat membantu u
Satria Pranata,5,2026-07-08 00:11:47,"tolong lh untuk developer brimo untuk pendaftaran baru jngn dipersulit mau Poto KTP aja GK bisa"" eror masalah jaringan tolong lh diperbaiki biar mudah akses nya"
Mh Danu,1,2026-07-08 00:00:53,app crash sudah update masih sama crash juga tolong bantu solusikan
Devy Andini,5,2026-07-07 23:12:52,"SMS lupa password tidak pernah masuk, tolong kirim SMS link lupa passwordnya"
Izzudin AS,1,2026-07-07 23:10:45,eror 507 gk bisa daftar
Doni Lasmi,5,2026-07-07 23:10:17,Ok
Cahya Yani,5,2026-07-07 23:04:34,verifikasi wajah selalu gagal
Shahafi Nur Adila,5,2026-07-07 23:03:20,pelayanan yg sangat baik
Ikhsan Mulyawan,1,2026-07-07 22:56:24,gagal vermuk padahal jaringan bagus
Sema,5,2026-07-07 22:50:08,Besar potongan saldonya bossku
Firmansyah Syah,5,2026-07-07 22:22:46,"mantap apknya banyak fiturnya lagi, jadi lebih mudah bertransaksi"
Gus Nedi,3,2026-07-07 22:14:19,kenapa ya kak brimo sya tdk bsa di buka kta nya ada maslah
RISWAN ADRIAN,1,2026-07-07 22:10:20,tidak bisa masuk ke brimo. selalu ditolak verifikasi wajah.semua uang harus di kosongkan.karena tidak bisa pakai brimo lagi.
AHMAD NURUL,2,2026-07-07 22:03:09,bagaimana cara mendaftar brimo
timbul yudianto,4,2026-07-07 21:54:25,makin kesini makin gak jelas aja aplikasi brimo susah bnget di gunakan
Muhammad Fakih,4,2026-07-07 21:53:24,"Kok loginnya susah amat ya, katanya jaringan jelek pas saya coba buka ig sama youtube lancar"" aja, enggak beres ini aplikasi"
Lestari Sianturi,1,2026-07-07 21:23:14,aplikasi penipu taunya cuma nyedot uang mending pake bank lain kalo pake ini yang ada makin miskin
Gee aa,4,2026-07-07 21:08:13,"kenapaa setiap mau transfer tidak bisa?, alasannya (koneksi tidak stabil)"
Muhammad khoirul fahmi al-haitami,5,2026-07-07 21:06:54,mudah di gunakan semoga ke amanan ya pun terjamin simpel di pake gak ribet kek mbking lain
Yus Junior Tampubolon,5,2026-07-07 20:46:28,mantaf
andri i,3,2026-07-07 20:44:54,"pak admin kenapa pas mau verifikasi foto KTP selalu gagal, nyobain lgi pake nomor baru pas verifikasi nomor malah gagal dibilang nomor tidak sesuai padahal nomor yang saya pakai sudah mempunyai buku rekening,atau sudah terdaftar pas bikin rekening di kantor cabang BRI"
sutri adi,5,2026-07-07 20:35:53,ok banget
mohamad sobari,5,2026-07-07 20:29:26,jos poko'e
Hazel Fatihah,5,2026-07-07 20:21:54,"Super user-friendly mobile banking. The QRIS feature works flawlessly, checking balances is instant, and top-ups for e-wallets are very convenient."
Gusti Vica Tunastini,5,2026-07-07 20:09:09,"fitur nya sangat lengkap dibanding mbanking lain, investasi lebih mudah"
Ridzki Febrianto,1,2026-07-07 20:00:10,g bisa dibuka lg aplikasi ini.
Ari Widiyanto,1,2026-07-07 19:57:32,"lama2 gk bkal pake brimo lagi,setiap mau login harus nyalain GPS..tujuanya apa woyyy,ribet amat"
Nur Ilham sauqi,1,2026-07-07 19:55:14,"serius nanya , sekarang mkai brimo harus bnget aktifin GPS ??? buat apa ya . apa urgensi ny cuma mau transaksi kok pkai gps apa hubungn nya"
Ning Mayangsari,5,2026-07-07 19:52:44,mempermudahkan kan
Kanaya Alhawarizmi,1,2026-07-07 19:47:27,"ini bagaimana brimo????? transaksi tidak bisa!!! TF TDK bs, top up TDK bs!!!! lagi urgent butuh dana malah bgni, kacau brimo!!"
Rabiatul Akhiriyah,5,2026-07-07 19:47:08,sangat puas dan membantu saat transaksi di manapun
Priyono Priyono,1,2026-07-07 19:44:34,ini KNPA iya daftar brimo ck eror terus tgal masukan ktp
Bang Har27,1,2026-07-07 19:42:45,brimo jelek sudah lama sekali verifikasi wajah selalu gagal kek taik mau transaksi jadi susah
MRSMOKEexe,3,2026-07-07 19:16:07,tolong kenapa saya tak bisa menerima kode verifikasi?
Muhamad Ganjar,5,2026-07-07 19:16:00,sangat senang sekalih mudah
Jay Rmdny,5,2026-07-07 19:12:44,sangat membatu sekalii🥰
Ari Yudistira,1,2026-07-07 19:04:34,kenapa transaksi saya masih di proses selama 24 jam padahal saldo saya telah di potong saya ragu dengan aplikasi ini ada indikasi penipuan
Penny Susilowati,5,2026-07-07 18:48:25,pakai brimo segala urusan perbankan mkin mudah
Ayoeb Fatahillah,5,2026-07-07 18:47:33,mantaap
Galang A.A,1,2026-07-07 18:44:35,aplikasi ribet
Kasri Kenzie,3,2026-07-07 18:41:01,saya sudah 1 bulan ferivikasi wajah gagal...capek
Arvan Tan 73,1,2026-07-07 18:36:25,"Bagi beberapa hp yang kurang performance nya pasti ada saja yang tidak MEET_STRONG_INTERGRITY, kaya hp gw, padahal ga di root, ha di custom room, bahkan ga di unlock bootloader tapi ga bisa buka app ini karena tidak MEET_STONG_INTERGRITY, tolong di fix agar device default intergrity bisa make app ini, saya setiap transaksi jadi harus offline. merepotkan"
Dwiky Yulianto,1,2026-07-07 18:30:38,ga bisa buat tf di brimonya kenapa si harus ada batas harian kayak gitu nyusahin orang aja
Ujang Purnama,1,2026-07-07 18:26:24,"saya baru download aplikasi brimo tatapi kendala terus dari pagi sampai sore ini, untuk masuk Poto wajah tidak bisa di buka, mohon teim surpai aplikasinya di perbaiki"
rizka,4,2026-07-07 18:24:03,ko ngga ada notif pas ada yng transfer ya? padahal udh di update
Resletink Doll,1,2026-07-07 18:14:22,masuk aja susah
Teddy rianto,5,2026-07-07 18:05:34,sangat bagus dan sangat membantu
Redo Lebong,1,2026-07-07 18:03:43,apk jelek gk jelas jaringan internet kuat padahal mau login pkai ktp bilang sinyal jelek padahal banking sebelah login langsung masuk lohh... aplikasinya tolong developer inisiatif untuk melakukan pemeliharaan yg bagus pada apk....
Ayu Wulandari,5,2026-07-07 17:47:26,"mantulll, gapernah ada kendala sama sekali, sukses terusss buat bank BRI"
Yunita wiliani,5,2026-07-07 17:32:18,semakin mudah
Elix Boy,5,2026-07-07 17:29:38,istimewa
Anuar,5,2026-07-07 17:25:07,BRI sangat membantu terima kasih👍👍👍👍👍
Siti Mardiah,5,2026-07-07 17:16:05,keren mantap luar biasa
Nina Maya,5,2026-07-07 17:15:32,proses CPT dan mudah
Anita 1908,5,2026-07-07 17:09:15,lumayan mudah digunakan ya untuk pembayaran cicilan
putra hardianto,5,2026-07-07 16:52:15,bagus dn cepat dalam pengiriman terimakasih banyak
Yudi Ramadan,2,2026-07-07 16:44:39,kok saya gak bisa masuk brimo ya terus berhenti mulu
Asep Racing wakwaw bekasi,1,2026-07-07 16:41:07,uplod KTP eror.. tidak seperti aplikasi ABC moblile gampang bgt
The Sultan_ Door,5,2026-07-07 16:30:19,BRIMO mempermudah transaksi
Amelia D'saputri,4,2026-07-07 16:07:54,"tolong sekali diperbaiki lagi kinerjanya, setiap mau buat tf selalu ngga bisa padahal lagi urgent, dengan alasan yg ga masuk akal (koneksi internet buruk), sedangkan internet saya tidak bermasalah"
Nilan Alan Sari,5,2026-07-07 16:05:54,sangat puas dengan pelayanan
Samsul Mutaarif,5,2026-07-07 16:03:10,mantapp sangat membantu dan lebih mudah berteransaksi
arjuna aidin,1,2026-07-07 16:02:27,Suka error top up dana ada notif error tdk bisa gtu eh pas ke dua kalinya bisa top up malah yg prtma ya jg ke kirim
Aldy Khalem,5,2026-07-07 16:00:23,cukup keren
Dika YR,5,2026-07-07 15:39:19,Ngga bisa tf antar bank kenapa ya?
Yuyun Yunaenah,5,2026-07-07 15:23:54,aman dan terpercaya
Fren Telau,5,2026-07-07 15:21:44,Bagus sekali
Muhamad sahal,1,2026-07-07 15:21:20,sulit daftar gagal mulu sudah beberapa kali di coba
Kopmix Kosongsatu,1,2026-07-07 15:17:01,app nya kacau gak bisa digunakan
Sundari Safitri,5,2026-07-07 15:00:12,"mempermudah ibu""yg malas keluar"
Mbah Jian,1,2026-07-07 14:57:41,perpanjang atm aja bayar
Eris Iskandar,5,2026-07-07 14:52:01,oke transaksi lancar dengan brimo
Whyou Swt70,1,2026-07-07 14:44:53,permasalahan verifikasi wajah selalu dialami oleh setiap nasabah. dan pihak BRI pun tidak ada penanganan yang bisa memecahkan Masalah pada sistem aplikasi brimo.
Sugian Dafa,5,2026-07-07 14:44:13,pake brimo jadi lebih mudah
Ibu Khomsiyah,1,2026-07-07 14:42:49,"sulit sekali untuk memdaftar, Upload KTP error terus"
Eko Weldani,5,2026-07-07 14:40:31,sangat membatu dalam transaksi
amadeko saputra,5,2026-07-07 14:40:26,saya membutuhkan verifikasi KTP sesudah diphoto masih loading terus ada apa ini dengan jaringannya apa dengan aplikasi brimo nya yang gak beres. saya mohon dengan sangar.
Anggara Shahab,4,2026-07-07 14:38:36,kok ga ada ya SMS dari Brimo pas saya mau ganti sandi
Dadang Rusmana,5,2026-07-07 14:33:11,sangat mudah digunakan
Xyz WANZ,4,2026-07-07 14:19:43,"jujur saya kecewa banget sama bank BRI uang yang saya ambil dari mesin, tapi saldo nya sudah ke potong, tapi uang yang saya ambil di mesin tidak keluar, setelah saya laporkan ternyata saldo saya tidak di kembaliin sama sekali, padahal itu kesalahan mesin ATM, uang 300 RB mungkin bagi kalian kecil, tapi bagi saya buruh pabrik itu upah 3 hari kerja, 1 Minggu makan, 😌"
Ahmad Ridwansyah,5,2026-07-07 14:16:13,aplikasi ini sangat membantu bayak penggunaya
Nia Nur Hamidah,3,2026-07-07 13:57:59,"aneh saya tdk pernah memberi ulasan apapun, pasti ini perbuatan orang yang sudah menipu, mengeruk habis uang saya, makanya saya tiDak mau pake BRIMO LAGI. DIA KASIH BINTANG LIMA Karema bahagia"
ahmadasyam ahmadp,5,2026-07-07 13:57:02,sangat bagus membantu
Resa Satria,5,2026-07-07 13:52:53,jos jis
Benyamin Sampe,5,2026-07-07 13:52:32,Good
Teddy Khairul95,5,2026-07-07 13:52:24,mantap aman dan cepat dalam pembayaran
Ismail Mail21,5,2026-07-07 13:45:50,sangat baik & mudah bertransaksi
Nick Feb,5,2026-07-07 13:43:28,lbh cepat pakai brimo
Shinta 9902,1,2026-07-07 13:34:30,susahh bank ny aneh pdhl pin udh bnr
Pgzahra 2021,2,2026-07-07 13:31:54,Mohon bantuannya secara tuntas untuk kendala login apk Brimo saya selalu gagal saat melakukan verifikasi wajah padahal wajah saya sendiri . sudah melakukan pengajuan lewat email dan telpon langsung juga belum ada solusinya.
Riopandu Sianturi,5,2026-07-07 13:28:04,topp
Abang Awan,5,2026-07-07 13:28:01,biaya ADM ringan
Saban Hermawan,5,2026-07-07 13:22:31,top
Indah Dewi,5,2026-07-07 13:15:37,sangat dimudahkan
Go Biauw San,5,2026-07-07 13:12:15,simple mudah digunakan
Riski Achmad,5,2026-07-07 13:08:51,error brimo
BARON GAMING,1,2026-07-07 13:03:12,"jauhi bank BUMN proses nya ketika ada transaksi yang pending itu harus nunggu lama,giliran mereka butuh apa apanya harus di segerakan !!!"
Agung Dwi Prasetyo,1,2026-07-07 12:58:32,Verifikasi KTP selalu error
MELKIAS KORITELU,5,2026-07-07 12:50:27,BRImo sangat luar biasa.
Salman AL,5,2026-07-07 12:47:09,mudah syekalii
Siska Tri utami,5,2026-07-07 12:46:57,sangat gampang di gunakan
Lamaran Kerja,5,2026-07-07 12:35:35,terima kasih
arfan bnz,5,2026-07-07 12:28:29,terimakasih dan sangat membantu 🙏🫶🙏
Jimmi Putra,5,2026-07-07 12:25:30,cepat sangat membantu
Nasihun Rembo,5,2026-07-07 12:04:29,jos
Gatotadi Suhendro,5,2026-07-07 12:02:15,is the best
andrean Boea,1,2026-07-07 12:02:06,"Sangat jelek, aplikasi gk bisa di pakai, gk bisa Verifed wajah, dan penanganan Bri care dl, contak lama sekali udah 1bulan ,belum kelar2,,,, kebanyakan makan Bunga haram ,, najizzzz jelek , lelet"
Syamsinar Sinar,5,2026-07-07 11:50:29,sangat membantu saya bertransaksi
Vivo Demak,5,2026-07-07 11:44:55,"awal coba pakai aplikasi brimo agak bingung kog nomer rekeningnya ada 2,ternyata yg 1 nomer rekening fisik,yg 1 nya lagi nmr rekening brimo,dan untuk username dan paswordnya sempet lupa sampai 3x,akhirnya keblokir,ngurus ke kantornya,trs dibikinin yg baru,dan datanya ditempel di rekening fisik biar tidak lupa lagi,sekian pengalanku pake brimo🤭👍🏻"
Miko Septakusuma,4,2026-07-07 11:44:20,saya tidak bisa transaksi padahal koneksi dan jaringan bagus setelah saya uninstal malah aplikasi tidak dapat di buka sama sekali
hasan harun,5,2026-07-07 11:30:47,the best
Pelong Pelong,5,2026-07-07 11:30:20,sangat di permudahkan
Kausal Rumambi,5,2026-07-07 11:26:34,sangat mudah dalam melakukan transaksi
Siti Nuraini,5,2026-07-07 11:18:05,"aplikasi brimo saya tidak bisa di buka, padahal sudah update dan memori sudah di bersihkan, tolong penjelasan nya admin🙏🙏🙏"
Eem yuwanto Yuwanto,5,2026-07-07 11:15:10,sangat cepat dan mudah di paham mi
Himra Best,5,2026-07-07 11:13:29,Keren
kamal maarif,5,2026-07-07 11:12:54,"bagus,mudah bertransaksi Aman dan nyaman perketat lagi pengamanan agar semakin aman"
Ifa Rika,1,2026-07-07 11:08:38,mau daftar aja susah banget
BOC Ministry,5,2026-07-07 11:01:21,smart 👍
Yonik Joyo,5,2026-07-07 10:53:20,mempermudah aktivitas
Rian Arf,5,2026-07-07 10:50:28,apk sangat baik
Anisa jevita Salsabila,5,2026-07-07 10:46:53,sangat baguss
Ali Potet,5,2026-07-07 10:38:08,mudah nyaman amann
Randipurba1990,5,2026-07-07 10:32:05,mantaf bos saya sangat puas
Galuh Sastio,5,2026-07-07 10:26:10,mantap lancar
Khoirudin Udin,5,2026-07-07 10:22:48,sangat membantu untuk berbagai macam transaksi
Hendra Fasya,5,2026-07-07 10:16:48,keren.!!!
Oky William,1,2026-07-07 10:10:13,sudah beberapa bulan saya mencoba verifikasi wajah tapi tidak pernah berhasil dengan alasan sinyal bermasalah tolong diperbaiki lagi aplikasinya
Budi Haryanto,1,2026-07-07 10:08:55,"Saya tidak bisa login di hp tekno spark 50, saya sudah ke bri unit pun jg tetap tidak bisa. notifikasi verifikasi tidak berhasil setelah verifikasi wajah. Tolong bantuannya"
Arie Kristiono,5,2026-07-07 10:03:41,layanan yg sangat membantu
Has Nur,5,2026-07-07 09:55:26,jdi gmpang ddeh transaksinya
Slamet Virgo,5,2026-07-07 09:53:06,fast respon 👍👍
Ahmad Koyum,1,2026-07-07 09:47:04,apalah britot ini masak selalu salah pasword login nya padahal pasword nya bener
Innocentius salju Samada,1,2026-07-07 09:44:54,"terlalu rumit harus sudah mengikuti instruksi verivikasi wajah namun masih saja gagal,sudah mencoba berapa kali namun tetap saja gagal tolong di perbaiki lagi.belum bisa login akun brimo"
Julaeha,5,2026-07-07 09:40:31,transfer cepat .
Isti Qomah,1,2026-07-07 09:39:47,"ini kenapa aplikasinya,kok gak bisa mau masuk??? keluar mulu. update sudah😡"
Habib Zuhri,1,2026-07-07 09:34:41,"aplikasi sering bermasalah saat melakukan transfer ke bank lain seperti jaringan tidak tersedia saat ini, dan juga padahal jaringan bagus tapi saat melakukan transfer ada notif jaringan bermasalah"
Ancis Oke,4,2026-07-07 09:30:48,Gak bisa kebuka
Maria Yani,5,2026-07-07 09:08:19,terbantu dan bagus
Abdul hadi,5,2026-07-07 09:06:32,cukup bintang yang bicara
Nurdin Saputra,5,2026-07-07 09:01:32,baguslah watsha....
Baim V3Ent,5,2026-07-07 09:01:18,sungguh pengalaman yang sangat luar biasa
